--- Terminal on /dev/ttyACM0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
Pitch: 180.02 | Setpoint: 180.22 | Error: -0.20 | Output: 4.84
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -1.94
 | MotorSpeed: -40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 2.56
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 1.37
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.46
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: -1.77
 | MotorSpeed: -40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 1.62
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.65
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.00
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.41
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -3.59
 | MotorSpeed: -40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: 0.89
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.49
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -1.26
 | MotorSpeed: -40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: 1.94
 | MotorSpeed: 40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.05 | Output: -3.14
 | MotorSpeed: -40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: 1.66
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: 1.14
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: -0.31
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: 0.14
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.99
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.64
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.39
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 1.45
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.41
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.22
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.29
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.79
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.81
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -1.41
 | MotorSpeed: -40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.07
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: -0.50
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -2.14
 | MotorSpeed: -40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.88
 | Motors: STOPPEDPitch: 180.17 | Setpoint: 180.22 | Error: -0.05 | Output: -1.56
 | MotorSpeed: -40Pitch: 180.17 | Setpoint: 180.22 | Error: -0.04 | Output: -2.27
 | MotorSpeed: -40Pitch: 180.18 | Setpoint: 180.22 | Error: -0.04 | Output: -1.49
 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.02 | Output: -5.82
 | MotorSpeed: -40Pitch: 180.22 | Setpoint: 180.22 | Error: 0.00 | Output: -9.17
 | MotorSpeed: -40Pitch: 180.23 | Setpoint: 180.22 | Error: 0.01 | Output: -4.44
 | MotorSpeed: -40Pitch: 180.24 | Setpoint: 180.22 | Error: 0.02 | Output: -4.88
 | MotorSpeed: -40Pitch: 180.27 | Setpoint: 180.22 | Error: 0.05 | Output: -9.99
 | MotorSpeed: -40Pitch: 180.29 | Setpoint: 180.22 | Error: 0.07 | Output: -8.19
 | MotorSpeed: -40Pitch: 180.32 | Setpoint: 180.22 | Error: 0.10 | Output: -10.05
 | MotorSpeed: -40Pitch: 180.34 | Setpoint: 180.22 | Error: 0.13 | Output: -11.38
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.17 | Output: -16.11
 | MotorSpeed: -40Pitch: 180.42 | Setpoint: 180.22 | Error: 0.20 | Output: -12.88
 | MotorSpeed: -40Pitch: 180.45 | Setpoint: 180.22 | Error: 0.23 | Output: -14.96
 | MotorSpeed: -40Pitch: 180.47 | Setpoint: 180.22 | Error: 0.25 | Output: -11.71
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -13.31
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -14.13
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -13.28
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -17.50
 | MotorSpeed: -40Pitch: 180.63 | Setpoint: 180.22 | Error: 0.41 | Output: -20.19
 | MotorSpeed: -40Pitch: 180.68 | Setpoint: 180.22 | Error: 0.46 | Output: -21.09
 | MotorSpeed: -40Pitch: 180.71 | Setpoint: 180.22 | Error: 0.49 | Output: -18.65
 | MotorSpeed: -40Pitch: 180.74 | Setpoint: 180.22 | Error: 0.53 | Output: -19.35
 | MotorSpeed: -40Pitch: 180.80 | Setpoint: 180.22 | Error: 0.58 | Output: -25.65
 | MotorSpeed: -40Pitch: 180.86 | Setpoint: 180.22 | Error: 0.64 | Output: -30.26
 | MotorSpeed: -40Pitch: 180.92 | Setpoint: 180.22 | Error: 0.70 | Output: -27.24
 | MotorSpeed: -40Pitch: 180.96 | Setpoint: 180.22 | Error: 0.74 | Output: -26.30
 | MotorSpeed: -40Pitch: 180.98 | Setpoint: 180.22 | Error: 0.76 | Output: -18.85
 | MotorSpeed: -40Pitch: 181.00 | Setpoint: 180.22 | Error: 0.78 | Output: -18.58
 | MotorSpeed: -40Pitch: 181.04 | Setpoint: 180.22 | Error: 0.82 | Output: -23.11
 | MotorSpeed: -40Pitch: 181.09 | Setpoint: 180.22 | Error: 0.87 | Output: -30.71
 | MotorSpeed: -40Pitch: 181.15 | Setpoint: 180.22 | Error: 0.94 | Output: -34.28
 | MotorSpeed: -40Pitch: 181.21 | Setpoint: 180.22 | Error: 0.99 | Output: -33.04
 | MotorSpeed: -40Pitch: 181.25 | Setpoint: 180.22 | Error: 1.03 | Output: -27.86
 | MotorSpeed: -40Pitch: 181.29 | Setpoint: 180.22 | Error: 1.07 | Output: -27.92
 | MotorSpeed: -40Pitch: 181.33 | Setpoint: 180.22 | Error: 1.11 | Output: -30.93
 | MotorSpeed: -40Pitch: 181.36 | Setpoint: 180.22 | Error: 1.14 | Output: -27.84
 | MotorSpeed: -40Pitch: 181.38 | Setpoint: 180.22 | Error: 1.17 | Output: -25.26
 | MotorSpeed: -40Pitch: 181.41 | Setpoint: 180.22 | Error: 1.19 | Output: -25.81
 | MotorSpeed: -40Pitch: 181.41 | Setpoint: 180.22 | Error: 1.19 | Output: -19.38
 | MotorSpeed: -40Pitch: 181.40 | Setpoint: 180.22 | Error: 1.18 | Output: -16.68
 | MotorSpeed: -40Pitch: 181.38 | Setpoint: 180.22 | Error: 1.17 | Output: -13.19
 | MotorSpeed: -40Pitch: 181.27 | Setpoint: 180.22 | Error: 1.05 | Output: 17.30
 | MotorSpeed: 40Pitch: 181.21 | Setpoint: 180.22 | Error: 0.99 | Output: 1.12
 | MotorSpeed: 40Pitch: 181.15 | Setpoint: 180.22 | Error: 0.93 | Output: 5.23
 | MotorSpeed: 40Pitch: 181.11 | Setpoint: 180.22 | Error: 0.89 | Output: -4.28
 | MotorSpeed: -40Pitch: 181.08 | Setpoint: 180.22 | Error: 0.86 | Output: -4.05
 | MotorSpeed: -40Pitch: 181.05 | Setpoint: 180.22 | Error: 0.84 | Output: -6.03
 | MotorSpeed: -40Pitch: 181.04 | Setpoint: 180.22 | Error: 0.82 | Output: -8.44
 | MotorSpeed: -40Pitch: 181.05 | Setpoint: 180.22 | Error: 0.83 | Output: -15.96
 | MotorSpeed: -40Pitch: 181.03 | Setpoint: 180.22 | Error: 0.81 | Output: -8.31
 | MotorSpeed: -40Pitch: 181.02 | Setpoint: 180.22 | Error: 0.80 | Output: -8.82
 | MotorSpeed: -40Pitch: 180.98 | Setpoint: 180.22 | Error: 0.76 | Output: -1.13
 | MotorSpeed: -40Pitch: 180.94 | Setpoint: 180.22 | Error: 0.72 | Output: -0.63
 | Motors: STOPPEDPitch: 180.88 | Setpoint: 180.22 | Error: 0.66 | Output: 8.05
 | MotorSpeed: 40Pitch: 180.79 | Setpoint: 180.22 | Error: 0.58 | Output: 15.08
 | MotorSpeed: 40Pitch: 180.74 | Setpoint: 180.22 | Error: 0.52 | Output: 7.51
 | MotorSpeed: 40Pitch: 180.69 | Setpoint: 180.22 | Error: 0.47 | Output: 6.34
 | MotorSpeed: 40Pitch: 180.66 | Setpoint: 180.22 | Error: 0.44 | Output: 1.65
 | MotorSpeed: 40Pitch: 180.67 | Setpoint: 180.22 | Error: 0.46 | Output: -12.10
 | MotorSpeed: -40Pitch: 180.70 | Setpoint: 180.22 | Error: 0.48 | Output: -15.17
 | MotorSpeed: -40Pitch: 180.70 | Setpoint: 180.22 | Error: 0.48 | Output: -8.44
 | MotorSpeed: -40Pitch: 180.67 | Setpoint: 180.22 | Error: 0.45 | Output: 2.18
 | MotorSpeed: 40Pitch: 180.62 | Setpoint: 180.22 | Error: 0.40 | Output: 5.77
 | MotorSpeed: 40Pitch: 180.62 | Setpoint: 180.22 | Error: 0.40 | Output: -6.25
 | MotorSpeed: -40Pitch: 180.62 | Setpoint: 180.22 | Error: 0.40 | Output: -6.89
 | MotorSpeed: -40Pitch: 180.62 | Setpoint: 180.22 | Error: 0.40 | Output: -5.91
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -0.04
 | Motors: STOPPEDPitch: 180.56 | Setpoint: 180.22 | Error: 0.35 | Output: 2.32
 | MotorSpeed: 40Pitch: 180.56 | Setpoint: 180.22 | Error: 0.34 | Output: -3.36
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -5.11
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -5.48
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.33 | Output: -4.14
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -4.88
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.32 | Output: -3.62
 | MotorSpeed: -40Pitch: 180.55 | Setpoint: 180.22 | Error: 0.33 | Output: -10.24
 | MotorSpeed: -40Pitch: 180.56 | Setpoint: 180.22 | Error: 0.34 | Output: -9.33
 | MotorSpeed: -40Pitch: 180.57 | Setpoint: 180.22 | Error: 0.35 | Output: -8.38
 | MotorSpeed: -40Pitch: 180.57 | Setpoint: 180.22 | Error: 0.35 | Output: -7.20
 | MotorSpeed: -40Pitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -9.17
 | MotorSpeed: -40Pitch: 180.59 | Setpoint: 180.22 | Error: 0.37 | Output: -9.96
 | MotorSpeed: -40Pitch: 180.60 | Setpoint: 180.22 | Error: 0.38 | Output: -10.31
 | MotorSpeed: -40Pitch: 180.61 | Setpoint: 180.22 | Error: 0.39 | Output: -8.88
 | MotorSpeed: -40Pitch: 180.61 | Setpoint: 180.22 | Error: 0.39 | Output: -6.98
 | MotorSpeed: -40Pitch: 180.62 | Setpoint: 180.22 | Error: 0.40 | Output: -9.82
 | MotorSpeed: -40Pitch: 180.63 | Setpoint: 180.22 | Error: 0.41 | Output: -11.00
 | MotorSpeed: -40Pitch: 180.65 | Setpoint: 180.22 | Error: 0.43 | Output: -13.60
 | MotorSpeed: -40Pitch: 180.67 | Setpoint: 180.22 | Error: 0.45 | Output: -12.56
 | MotorSpeed: -40Pitch: 180.67 | Setpoint: 180.22 | Error: 0.45 | Output: -9.34
 | MotorSpeed: -40Pitch: 180.67 | Setpoint: 180.22 | Error: 0.46 | Output: -8.94
 | MotorSpeed: -40Pitch: 180.67 | Setpoint: 180.22 | Error: 0.45 | Output: -6.62
 | MotorSpeed: -40Pitch: 180.68 | Setpoint: 180.22 | Error: 0.46 | Output: -11.66
 | MotorSpeed: -40Pitch: 180.69 | Setpoint: 180.22 | Error: 0.47 | Output: -11.33
 | MotorSpeed: -40Pitch: 180.70 | Setpoint: 180.22 | Error: 0.49 | Output: -11.94
 | MotorSpeed: -40Pitch: 180.71 | Setpoint: 180.22 | Error: 0.50 | Output: -11.50
 | MotorSpeed: -40Pitch: 180.73 | Setpoint: 180.22 | Error: 0.51 | Output: -13.41
 | MotorSpeed: -40Pitch: 180.73 | Setpoint: 180.22 | Error: 0.51 | Output: -9.29
 | MotorSpeed: -40Pitch: 180.73 | Setpoint: 180.22 | Error: 0.52 | Output: -9.48
 | MotorSpeed: -40Pitch: 180.75 | Setpoint: 180.22 | Error: 0.53 | Output: -13.51
 | MotorSpeed: -40Pitch: 180.76 | Setpoint: 180.22 | Error: 0.54 | Output: -12.05
 | MotorSpeed: -40Pitch: 180.77 | Setpoint: 180.22 | Error: 0.55 | Output: -11.85
 | MotorSpeed: -40Pitch: 180.77 | Setpoint: 180.22 | Error: 0.55 | Output: -10.87
 | MotorSpeed: -40Pitch: 180.78 | Setpoint: 180.22 | Error: 0.56 | Output: -11.09
 | MotorSpeed: -40Pitch: 180.78 | Setpoint: 180.22 | Error: 0.56 | Output: -10.50
 | MotorSpeed: -40Pitch: 180.78 | Setpoint: 180.22 | Error: 0.56 | Output: -8.64
 | MotorSpeed: -40Pitch: 180.78 | Setpoint: 180.22 | Error: 0.56 | Output: -9.49
 | MotorSpeed: -40Pitch: 180.77 | Setpoint: 180.22 | Error: 0.55 | Output: -7.19
 | MotorSpeed: -40Pitch: 180.77 | Setpoint: 180.22 | Error: 0.55 | Output: -9.88
 | MotorSpeed: -40Pitch: 180.77 | Setpoint: 180.22 | Error: 0.55 | Output: -7.34
 | MotorSpeed: -40Pitch: 180.76 | Setpoint: 180.22 | Error: 0.55 | Output: -8.86
 | MotorSpeed: -40Pitch: 180.75 | Setpoint: 180.22 | Error: 0.54 | Output: -5.80
 | MotorSpeed: -40Pitch: 180.74 | Setpoint: 180.22 | Error: 0.53 | Output: -6.12
 | MotorSpeed: -40Pitch: 180.74 | Setpoint: 180.22 | Error: 0.52 | Output: -7.01
 | MotorSpeed: -40Pitch: 180.73 | Setpoint: 180.22 | Error: 0.51 | Output: -6.91
 | MotorSpeed: -40Pitch: 180.72 | Setpoint: 180.22 | Error: 0.50 | Output: -5.02
 | MotorSpeed: -40Pitch: 180.71 | Setpoint: 180.22 | Error: 0.49 | Output: -4.17
 | MotorSpeed: -40Pitch: 180.69 | Setpoint: 180.22 | Error: 0.47 | Output: -3.21
 | MotorSpeed: -40Pitch: 180.68 | Setpoint: 180.22 | Error: 0.46 | Output: -4.36
 | MotorSpeed: -40Pitch: 180.66 | Setpoint: 180.22 | Error: 0.45 | Output: -3.71
 | MotorSpeed: -40Pitch: 180.65 | Setpoint: 180.22 | Error: 0.43 | Output: -4.30
 | MotorSpeed: -40Pitch: 180.64 | Setpoint: 180.22 | Error: 0.42 | Output: -2.51
 | MotorSpeed: -40Pitch: 180.62 | Setpoint: 180.22 | Error: 0.40 | Output: -1.68
 | MotorSpeed: -40Pitch: 180.60 | Setpoint: 180.22 | Error: 0.38 | Output: -0.43
 | Motors: STOPPEDPitch: 180.58 | Setpoint: 180.22 | Error: 0.36 | Output: -0.85
 | Motors: STOPPEDPitch: 180.56 | Setpoint: 180.22 | Error: 0.35 | Output: -1.88
 | MotorSpeed: -40Pitch: 180.56 | Setpoint: 180.22 | Error: 0.34 | Output: -4.22
 | MotorSpeed: -40Pitch: 180.54 | Setpoint: 180.22 | Error: 0.32 | Output: -1.12
 | MotorSpeed: -40Pitch: 180.53 | Setpoint: 180.22 | Error: 0.31 | Output: -1.23
 | MotorSpeed: -40Pitch: 180.51 | Setpoint: 180.22 | Error: 0.29 | Output: -1.20
 | MotorSpeed: -40Pitch: 180.50 | Setpoint: 180.22 | Error: 0.28 | Output: -1.13
 | MotorSpeed: -40Pitch: 180.49 | Setpoint: 180.22 | Error: 0.27 | Output: -2.84
 | MotorSpeed: -40Pitch: 180.48 | Setpoint: 180.22 | Error: 0.26 | Output: -1.18
 | MotorSpeed: -40Pitch: 180.47 | Setpoint: 180.22 | Error: 0.25 | Output: -0.78
 | Motors: STOPPEDPitch: 180.45 | Setpoint: 180.22 | Error: 0.23 | Output: 0.96
 | Motors: STOPPEDPitch: 180.44 | Setpoint: 180.22 | Error: 0.22 | Output: -0.89
 | Motors: STOPPEDPitch: 180.42 | Setpoint: 180.22 | Error: 0.20 | Output: 0.22
 | Motors: STOPPEDPitch: 180.41 | Setpoint: 180.22 | Error: 0.20 | Output: -1.91
 | MotorSpeed: -40Pitch: 180.41 | Setpoint: 180.22 | Error: 0.19 | Output: -1.99
 | MotorSpeed: -40Pitch: 180.39 | Setpoint: 180.22 | Error: 0.17 | Output: 1.87
 | MotorSpeed: 40Pitch: 180.38 | Setpoint: 180.22 | Error: 0.16 | Output: -0.00
 | Motors: STOPPEDPitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -1.88
 | MotorSpeed: -40Pitch: 180.37 | Setpoint: 180.22 | Error: 0.15 | Output: -1.34
 | MotorSpeed: -40Pitch: 180.36 | Setpoint: 180.22 | Error: 0.14 | Output: -2.26
 | MotorSpeed: -40Pitch: 180.35 | Setpoint: 180.22 | Error: 0.14 | Output: -0.50
 | Motors: STOPPEDPitch: 180.34 | Setpoint: 180.22 | Error: 0.12 | Output: 0.41
 | Motors: STOPPEDPitch: 180.34 | Setpoint: 180.22 | Error: 0.13 | Output: -3.41
 | MotorSpeed: -40Pitch: 180.34 | Setpoint: 180.22 | Error: 0.12 | Output: -0.87
 | Motors: STOPPEDPitch: 180.34 | Setpoint: 180.22 | Error: 0.12 | Output: -2.96
 | MotorSpeed: -40Pitch: 180.33 | Setpoint: 180.22 | Error: 0.11 | Output: -0.15
 | Motors: STOPPEDPitch: 180.33 | Setpoint: 180.22 | Error: 0.11 | Output: -2.25
 | MotorSpeed: -40Pitch: 180.32 | Setpoint: 180.22 | Error: 0.11 | Output: -1.46
 | MotorSpeed: -40Pitch: 180.33 | Setpoint: 180.22 | Error: 0.11 | Output: -3.56
 | MotorSpeed: -40Pitch: 180.32 | Setpoint: 180.22 | Error: 0.11 | Output: -1.85
 | MotorSpeed: -40Pitch: 180.32 | Setpoint: 180.22 | Error: 0.10 | Output: 0.03
 | Motors: STOPPEDPitch: 180.31 | Setpoint: 180.22 | Error: 0.09 | Output: -1.03
 | MotorSpeed: -40Pitch: 180.31 | Setpoint: 180.22 | Error: 0.09 | Output: -1.10
 | MotorSpeed: -40Pitch: 180.30 | Setpoint: 180.22 | Error: 0.08 | Output: -1.15
 | MotorSpeed: -40Pitch: 180.30 | Setpoint: 180.22 | Error: 0.08 | Output: -1.24
 | MotorSpeed: -40Pitch: 180.30 | Setpoint: 180.22 | Error: 0.08 | Output: -1.32
 | MotorSpeed: -40Pitch: 180.30 | Setpoint: 180.22 | Error: 0.08 | Output: -2.34
 | MotorSpeed: -40Pitch: 180.29 | Setpoint: 180.22 | Error: 0.07 | Output: -0.48
 | Motors: STOPPEDPitch: 180.29 | Setpoint: 180.22 | Error: 0.07 | Output: -1.50
 | MotorSpeed: -40Pitch: 180.29 | Setpoint: 180.22 | Error: 0.07 | Output: -1.51
 | MotorSpeed: -40Pitch: 180.28 | Setpoint: 180.22 | Error: 0.06 | Output: -0.61
 | Motors: STOPPEDPitch: 180.27 | Setpoint: 180.22 | Error: 0.06 | Output: 0.42
 | Motors: STOPPEDPitch: 180.28 | Setpoint: 180.22 | Error: 0.06 | Output: -2.55
 | MotorSpeed: -40Pitch: 180.27 | Setpoint: 180.22 | Error: 0.05 | Output: 0.38
 | Motors: STOPPEDPitch: 180.26 | Setpoint: 180.22 | Error: 0.04 | Output: 0.32
 | Motors: STOPPEDPitch: 180.26 | Setpoint: 180.22 | Error: 0.04 | Output: 0.46
 | Motors: STOPPEDPitch: 180.25 | Setpoint: 180.22 | Error: 0.03 | Output: -0.44
 | Motors: STOPPEDPitch: 180.25 | Setpoint: 180.22 | Error: 0.03 | Output: -0.53
 | Motors: STOPPEDPitch: 180.24 | Setpoint: 180.22 | Error: 0.02 | Output: 1.53
 | MotorSpeed: 40Pitch: 180.24 | Setpoint: 180.22 | Error: 0.02 | Output: -1.30
 | MotorSpeed: -40Pitch: 180.23 | Setpoint: 180.22 | Error: 0.01 | Output: 1.63
 | MotorSpeed: 40Pitch: 180.23 | Setpoint: 180.22 | Error: 0.01 | Output: -0.16
 | Motors: STOPPEDPitch: 180.22 | Setpoint: 180.22 | Error: 0.00 | Output: 0.77
 | Motors: STOPPEDPitch: 180.21 | Setpoint: 180.22 | Error: -0.01 | Output: 0.86
 | Motors: STOPPEDPitch: 180.21 | Setpoint: 180.22 | Error: -0.01 | Output: 0.95
 | Motors: STOPPEDPitch: 180.21 | Setpoint: 180.22 | Error: -0.01 | Output: -0.95
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.01 | Output: -0.02
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 3.16
 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.02 | Output: -1.77
 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 1.03
 | MotorSpeed: 40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: -0.81
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 0.12
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: -0.78
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 0.15
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: -0.75
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: -1.90
 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 0.11
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 0.15
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: -2.64
 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 0.09
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 0.04
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.02 | Output: -2.75
 | MotorSpeed: -40Pitch: 180.19 | Setpoint: 180.22 | Error: -0.02 | Output: -0.77
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -0.97
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -0.98
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -1.92
 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.22 | Error: -0.01 | Output: -2.70
 | MotorSpeed: -40Pitch: 180.21 | Setpoint: 180.22 | Error: -0.01 | Output: -1.01
 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: 1.07
 | MotorSpeed: 40Pitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -0.80
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -0.91
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -1.04
 | MotorSpeed: -40Pitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: -0.45
 | Motors: STOPPEDPitch: 180.20 | Setpoint: 180.22 | Error: -0.02 | Output: 0.62
 | Motors: STOPPEDPitch: 180.19 | Setpoint: 180.22 | Error: -0.03 | Output: 1.50
 | MotorSpeed: 40Pitch: 180.18 | Setpoint: 180.22 | Error: -0.03 | Output: 0.81
 | Motors: STOPPEDPitch: 180.18 | Setpoint: 180.22 | Error: -0.04 | Output: 0.87
 | Motors: STOPPEDPitch: 180.17 | Setpoint: 180.22 | Error: -0.04 | Output: 1.20
 | MotorSpeed: 40Pitch: 180.17 | Setpoint: 180.22 | Error: -0.05 | Output: 1.94
 | MotorSpeed: 40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: 2.04
 | MotorSpeed: 40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: 0.86
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.13
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.95
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -1.82
 | MotorSpeed: -40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 1.42
 | MotorSpeed: 40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -1.83
 | MotorSpeed: -40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.10
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: 1.09
 | MotorSpeed: 40Pitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.64
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.09
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: -0.53
 | Motors: STOPPEDPitch: 180.16 | Setpoint: 180.22 | Error: -0.06 | Output: 0.21
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.06 | Output: 0.39
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.72
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.27
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.50
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 1.63
 | MotorSpeed: 40Pitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.05
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: -0.11
 | Motors: STOPPEDPitch: 180.15 | Setpoint: 180.22 | Error: -0.07 | Output: 0.27
 | Motors: STOPPEDPitch: 180.14 | Setpoint: 180.22 | Error: -0.07 | Output: 0.77
